Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,126,47.0793,29.358,76.4372
1,128,50.7708,28.4029,79.1737
2,128,50.5966,30.4919,81.0886
3,121,43.6251,29.5558,73.1809
4,123,46.4409,31.1658,77.6066
5,132,45.6671,30.0747,75.7417
6,145,39.4018,29.1197,68.5214
7,148,45.4722,30.2912,75.7633
8,137,40.6806,29.8555,70.5361
