Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,97,0.885749,30.6627,31.5485
1,98,0.926287,29.6331,30.5594
2,94,0.77901,29.0728,29.8518
3,99,0.773736,28.7355,29.5093
4,88,0.768394,28.5911,29.3595
5,99,0.771343,28.8936,29.6649
6,104,0.766191,29.646,30.4122
7,99,0.778303,28.6962,29.4745
8,103,0.787608,29.0755,29.8631
