Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,182,29.9514,20.778,50.7294
1,193,29.7895,20.0527,49.8422
2,169,29.667,20.3381,50.0051
3,183,32.5196,20.6975,53.2171
4,171,29.591,21.1987,50.7897
5,195,29.8358,21.1259,50.9617
6,194,29.2402,19.8775,49.1177
7,176,29.4935,20.739,50.2325
8,183,29.4505,19.2567,48.7071
