Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,141,42.8133,0.583891,43.3972
1,134,51.8628,0.585181,52.448
2,131,45.8487,0.835526,46.6842
3,130,44.9571,0.600515,45.5576
4,134,48.3732,0.832374,49.2056
5,146,47.8921,0.628717,48.5208
6,150,47.0538,0.594241,47.648
7,148,46.3594,0.628589,46.9879
8,152,43.0805,0.608829,43.6893
