Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,130,44.4282,7.74817,52.1764
1,129,46.7534,6.74638,53.4998
2,128,42.596,6.6178,49.2138
3,115,45.5652,7.00916,52.5744
4,132,48.5147,6.52966,55.0444
5,132,45.5565,7.33847,52.895
6,137,45.3222,6.73783,52.06
7,137,50.8794,6.89742,57.7769
8,146,44.6531,6.80577,51.4589
