Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,138,47.9111,33.979,81.8901
1,138,51.6574,39.3214,90.9788
2,133,49.9019,33.7542,83.6561
3,127,50.9503,38.3132,89.2634
4,129,48.6053,33.9947,82.6001
5,146,48.5448,39.5027,88.0474
6,147,49.3689,35.364,84.733
7,151,50.585,37.7651,88.3501
8,150,46.4178,34.7842,81.2019
