Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,14,10.8912,12.9662,23.8575
1,11,13.1318,13.1924,26.3243
2,16,12.2183,13.2506,25.4689
3,19,10.9516,14.0571,25.0087
4,22,20.4486,13.9759,34.4245
5,22,10.5405,12.9134,23.4538
6,13,11.9727,13.046,25.0187
7,24,11.5198,12.8546,24.3743
8,22,16.2951,12.9942,29.2893
