Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,171,31.3029,2.34849,33.6514
1,176,30.2067,2.37548,32.5822
2,157,29.7283,2.29766,32.026
3,176,29.7927,2.4651,32.2578
4,174,29.6434,2.38107,32.0244
5,188,29.8012,2.40694,32.2081
6,173,29.0584,2.27664,31.3351
7,171,29.9067,2.3895,32.2962
8,184,30.0522,2.3362,32.3884
