Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,137,47.0714,1.35692,48.4283
1,125,44.4363,1.40176,45.8381
2,129,45.8771,1.3583,47.2354
3,129,46.6765,1.37132,48.0479
4,131,44.9509,1.3841,46.335
5,132,48.4354,1.46828,49.9037
6,142,47.2948,1.53045,48.8253
7,146,43.3221,1.49626,44.8183
8,144,45.4371,1.50467,46.9418
