Matches index,Matches number,Detector time (ms),Descriptor time (ms),Total time (ms)
0,13,10.8962,28.6845,39.5808
1,13,10.147,28.5312,38.6782
2,15,8.18805,28.1874,36.3755
3,15,10.1667,28.7339,38.9006
4,17,18.1044,28.2168,46.3212
5,20,9.4931,28.6945,38.1876
6,14,9.68859,28.0154,37.704
7,21,9.10887,27.8131,36.922
8,18,12.3243,29.3306,41.6548
